flown_date,payload
2019-10-02,148.99262735602017
2019-10-03,208.79987586087924
2019-10-04,243.04810593094234
2019-10-05,380.5163347069528
2019-10-06,380.08940273900686
2019-10-07,388.094190882217
2019-10-08,250.4222696969128
2019-10-09,140.21189829625732
2019-10-10,102.98402374938931
2019-10-11,110.9196621240787
2019-10-12,89.71620150223757
2019-10-13,124.32285257596276
2019-10-14,119.53795255964478
2019-10-15,132.14276200078282
2019-10-16,131.36899228574597
2019-10-17,251.59198095837468
2019-10-18,306.4629929612475
2019-10-19,160.71626580349903
2019-10-20,343.1658678799643
2019-10-21,419.4376658909006
2019-10-22,206.64007504721442
2019-10-23,240.9358095710363
2019-10-24,194.79292651958568
2019-10-25,242.92309418356135
2019-10-26,294.21541991126253
2019-10-27,254.55784698901303
2019-10-28,212.37560166065194
2019-10-29,119.61393242595
2019-10-30,175.86259786594056
2019-10-31,168.40448973884565
2019-11-01,212.97988391299572
2019-11-02,160.47430586212758
2019-11-03,94.95700360414061
2019-11-04,171.57125654408617
2019-11-05,125.83094823638436
2019-11-06,115.79600142324658
2019-11-07,125.06725055800399
2019-11-08,96.39610544714697
2019-11-09,112.53921754019959
2019-11-10,130.08591003524936
2019-11-11,77.53357100124558
2019-11-12,197.46438521095
2019-11-13,127.82838804491149
2019-11-14,139.1087477336916
2019-11-15,76.1678438045711
2019-11-16,55.965848294955876
2019-11-17,105.52514994897828
2019-11-18,145.5666481707424
2019-11-19,136.53846917836063
2019-11-20,146.73737666367913
2019-11-21,161.65245611726374
2019-11-22,178.01180697994067
2019-11-23,176.35741693069087
2019-11-24,131.47496971414125
2019-11-25,165.56994481069037
2019-11-26,197.7506566106029
2019-11-27,196.72894066046737
2019-11-28,126.72443909268817
2019-11-29,199.13409389236267
2019-11-30,105.7112276649037
2019-12-01,158.13392138755188
2019-12-02,233.39991493631857
2019-12-03,330.6147004765893
2019-12-04,260.4460387236328
2019-12-05,299.9724306398641
2019-12-06,343.4417864900586
2019-12-07,155.08605635926318
2019-12-08,305.75041150808937
2019-12-09,135.117056039923
2019-12-10,182.49040629078038
2019-12-11,257.3033231388366
2019-12-12,165.11697490243637
2019-12-13,250.3433269357526
2019-12-14,253.41742881570377
2019-12-15,137.67225321342534
2019-12-16,107.89748605898711
2019-12-17,42.96707855821709
2019-12-18,96.07050249204337
2019-12-19,66.43419322142367
2019-12-20,139.90858819854373
2019-12-21,245.97368026817554
2019-12-22,145.7530593172554
2019-12-23,228.37698920209831
2019-12-24,199.08251379767924
2019-12-25,221.265327556839
2019-12-26,177.9022506738162
2019-12-27,173.08154960357024
2019-12-28,271.88838436337403
2019-12-29,293.04230135030656
2019-12-30,317.07394454822753
2019-12-31,166.72463218575663
