,payload
2019-12-31,1049.0106002199566
2020-01-01,1063.767250140184
2020-01-02,924.9271252941103
2020-01-03,973.116154301903
2020-01-04,1071.8975461788978
2020-01-05,758.237041953563
2020-01-06,585.3631102782622
2020-01-07,1086.333310985808
2020-01-08,1059.5265390646641
2020-01-09,1017.5684344861104
2020-01-10,1041.9011273323486
2020-01-11,1047.9426368961037
2020-01-12,774.2794841638781
2020-01-13,634.4157376996171
2020-01-14,1115.2744500760057
2020-01-15,1079.8217116800695
2020-01-16,1045.5750308464849
2020-01-17,1072.4084264331314
2020-01-18,1075.270655620182
2020-01-19,801.1243775767889
2020-01-20,662.431063827175
2020-01-21,1143.3451173817843
2020-01-22,1107.4574171524594
2020-01-23,1073.2418875152912
2020-01-24,1100.2265779895504
2020-01-25,1103.0616677042508
2020-01-26,828.8656804236246
2020-01-27,690.1893240033373
2020-01-28,1171.1162068446542
2020-01-29,1135.2212916734507
2020-01-30,1101.0007860869189
2020-01-31,1127.9885585388743
2020-02-01,1130.8251444599787
2020-02-02,856.6300981838212
2020-02-03,717.9545067969412
2020-02-04,1198.877891721265
2020-02-05,1162.9833607356843
2020-02-06,1128.7629404846316
2020-02-07,1155.750479069332
2020-02-08,1158.5871147211112
2020-02-09,884.3943619215738
2020-02-10,745.7199073938892
2020-02-11,1226.6392649066438
2020-02-12,1190.7450436517831
2020-02-13,1156.5249075890083
2020-02-14,1183.5122170427376
2020-02-15,1186.3488302128137
2020-02-16,912.1583772472973
2020-02-17,773.485084858408
2020-02-18,1254.4004098808252
2020-02-19,1218.506489811516
2020-02-20,1184.28664073099
2020-02-21,1211.2737238202158
2020-02-22,1214.110313193362
2020-02-23,939.9221591932887
2020-02-24,801.2500295021573
2020-02-25,1282.161322310491
2020-02-26,1246.267703192314
2020-02-27,1212.0481410301572
2020-02-28,1239.0349978471775
