,payload
2019-12-31,14.186134730487304
2020-01-01,13.336443780949566
2020-01-02,14.04450307656503
2020-01-03,13.839057149364054
2020-01-04,13.614523782439115
2020-01-05,13.64603142168637
2020-01-06,13.588631625761092
2020-01-07,13.535021753870033
2020-01-08,14.180680012840329
2020-01-09,13.634969397117816
2020-01-10,13.761387630831615
2020-01-11,13.946548400426652
2020-01-12,13.925698210290749
2020-01-13,13.980514102692267
2020-01-14,13.996553656413127
2020-01-15,13.578438762007787
2020-01-16,13.928608603096972
2020-01-17,13.854779866554656
2020-01-18,13.734523012875432
2020-01-19,13.747414693849407
2020-01-20,13.70906061472166
2020-01-21,13.699515280658638
2020-01-22,13.970644257452001
2020-01-23,13.745026411689347
2020-01-24,13.792140176422295
2020-01-25,13.869541698646287
2020-01-26,13.861078450396013
2020-01-27,13.886233145401517
2020-01-28,13.892519165969079
2020-01-29,13.717134257075354
2020-01-30,13.86288465353409
2020-01-31,13.832408840422602
2020-02-01,13.782408132448323
2020-02-02,13.787934852943547
2020-02-03,13.771649295606085
2020-02-04,13.767553955995098
2020-02-05,13.880962399821469
2020-02-06,13.786722360897544
2020-02-07,13.806442727389575
2020-02-08,13.838777054007904
2020-02-09,13.835194224060881
2020-02-10,13.845723005424135
2020-02-11,13.848374210010665
2020-02-12,13.775037273337576
2020-02-13,13.835981692377905
2020-02-14,13.823226761503761
2020-02-15,13.802315248511379
2020-02-16,13.804632869195414
2020-02-17,13.797824848432342
2020-02-18,13.796110473487408
2020-02-19,13.843536568699225
2020-02-20,13.804123876377007
2020-02-21,13.81237251197269
2020-02-22,13.825896096099429
2020-02-23,13.824397360990293
2020-02-24,13.828799967865153
2020-02-25,13.829908556661033
2020-02-26,13.799238397578911
2020-02-27,13.824726407469486
2020-02-28,13.819392085435576
