flown_date,payload
2019-10-02,890.7894508621345
2019-10-03,1250.999473481788
2019-10-04,1151.2634022813536
2019-10-05,1135.738203130361
2019-10-06,848.868348440057
2019-10-07,674.9621138507775
2019-10-08,471.1557232510129
2019-10-09,525.2383362721845
2019-10-10,405.04123168705485
2019-10-11,271.6891693549391
2019-10-12,118.73672206532072
2019-10-13,392.6330463619018
2019-10-14,593.439659671227
2019-10-15,695.8246872344
2019-10-16,615.7112406296122
2019-10-17,568.5571679383969
2019-10-18,683.2834207233923
2019-10-19,627.4053215840596
2019-10-20,235.1325803545646
2019-10-21,88.45194524293763
2019-10-22,237.0395512931364
2019-10-23,344.97603205528065
2019-10-24,354.9006767258023
2019-10-25,502.54928033962057
2019-10-26,588.7073592212719
2019-10-27,285.47937500542264
2019-10-28,214.79065229763563
2019-10-29,612.3620636810028
2019-10-30,659.607213584492
2019-10-31,710.9239573038743
2019-11-01,682.3559895907898
2019-11-02,614.5507299144159
2019-11-03,408.4097050941561
2019-11-04,318.89400016030606
2019-11-05,629.6539672127261
2019-11-06,657.4408999916819
2019-11-07,694.8301735738409
2019-11-08,419.0667960649755
2019-11-09,148.35506648311735
2019-11-10,367.4309162200046
2019-11-11,464.8183397989064
2019-11-12,638.0729695498586
2019-11-13,850.3447310439161
2019-11-14,1017.4725724135233
2019-11-15,1186.897586628151
2019-11-16,1244.37668938672
2019-11-17,1161.3778507746579
2019-11-18,1266.0810438065314
2019-11-19,1338.6921236798544
2019-11-20,862.930913242022
2019-11-21,474.0288193678796
2019-11-22,1663.8776187182898
2019-11-23,2150.590500057242
2019-11-24,913.0772498667894
2019-11-25,853.6047833617426
2019-11-26,1548.6154325678779
2019-11-27,1153.5250715765465
2019-11-28,1038.6900179080828
2019-11-29,1137.1591697451554
2019-11-30,1046.2866143582148
2019-12-01,709.9528430903711
2019-12-02,640.0979610698369
2019-12-03,560.222165749703
2019-12-04,742.3367163263035
2019-12-05,843.8003871676106
2019-12-06,794.9187945579354
2019-12-07,696.3637702843637
2019-12-08,304.12773759995673
2019-12-09,172.17895315567517
2019-12-10,1181.0492399289878
2019-12-11,998.2543930670753
2019-12-12,1348.0183371040025
2019-12-13,1056.7141950113278
2019-12-14,737.6047698282503
2019-12-15,859.2306128376451
2019-12-16,870.11630460251
2019-12-17,765.3367081433785
2019-12-18,848.5376424454298
2019-12-19,907.6790661485375
2019-12-20,1056.2805306163968
2019-12-21,973.875014722855
2019-12-22,697.8889216037012
2019-12-23,788.4266690016834
2019-12-24,368.15199322564075
2019-12-25,514.6435369636431
2019-12-26,404.9877164040364
2019-12-27,511.39853961031235
2019-12-28,459.17928764376404
2019-12-29,462.97537586935346
2019-12-30,696.4168055141
2019-12-31,465.253830215896
