flown_date,payload
2019-10-02,110.96788905139806
2019-10-03,112.51032272645841
2019-10-04,114.97097914869462
2019-10-05,107.62514598104606
2019-10-06,117.0877751426731
2019-10-07,118.84310095656369
2019-10-08,119.91392799382993
2019-10-09,121.31177957087823
2019-10-10,114.99367895196671
2019-10-11,123.59099693826505
2019-10-12,124.68667203359465
2019-10-13,126.01182573369853
2019-10-14,127.39548328842771
2019-10-15,129.07560333447594
2019-10-16,130.20516284444741
2019-10-17,131.64403588420888
2019-10-18,131.4395033286362
2019-10-19,133.39629876906054
2019-10-20,134.40750996709465
2019-10-21,135.53937517293022
2019-10-22,137.62056845649758
2019-10-23,138.69232181219763
2019-10-24,140.11254412588272
2019-10-25,139.9621480252349
2019-10-26,154.21712686549785
2019-10-27,143.3566852620725
2019-10-28,144.4461476729436
2019-10-29,146.55775737794423
2019-10-30,147.8164257426195
2019-10-31,149.19527115177766
2019-11-01,149.88666174321432
2019-11-02,152.24947598549065
2019-11-03,153.42700546223372
2019-11-04,154.67157430902753
2019-11-05,151.39959799515083
2019-11-06,146.84612420713185
2019-11-07,143.35628024840116
2019-11-08,137.37641416160793
2019-11-09,135.6325961677147
2019-11-10,131.4255895610361
2019-11-11,131.65617284483042
2019-11-12,127.8354096256636
2019-11-13,123.4482266294923
2019-11-14,119.72651574997509
2019-11-15,116.28804276232756
2019-11-16,108.96211099590663
2019-11-17,109.71780970337636
2019-11-18,110.88856101395501
2019-11-19,100.76074113784365
2019-11-20,96.52429307202105
2019-11-21,92.35104020015257
2019-11-22,88.87313677328983
2019-11-23,84.70822049513987
2019-11-24,80.33740318064197
2019-11-25,74.47371583693737
2019-11-26,70.21585406755644
2019-11-27,66.11688281111643
2019-11-28,61.53244391570195
2019-11-29,57.68076645548046
2019-11-30,54.49999364020611
2019-12-01,49.26048001193082
2019-12-02,41.127348540054356
2019-12-03,38.08074467550057
2019-12-04,33.944184524162814
2019-12-05,29.290688809027042
2019-12-06,25.445225724131483
2019-12-07,23.47060634102997
2019-12-08,18.478074670978025
2019-12-09,9.54000208451312
2019-12-10,6.340641895917273
2019-12-11,2.4430966336779285
2019-12-12,37.87700212485967
2019-12-13,80.4574969314743
2019-12-14,131.4987502289228
2019-12-15,173.77793761433557
2019-12-16,224.82671056764056
2019-12-17,260.5185962357453
2019-12-18,86.53032862312915
2019-12-19,-12.957579508982704
2019-12-20,-67.37044194713937
2019-12-21,-27.70256041053859
2019-12-22,-6.465834237399541
2019-12-23,10.393629936051866
2019-12-24,157.44795917675035
2019-12-25,35.87930780240448
2019-12-26,-10.928899780587292
2019-12-27,-16.77444252604852
2019-12-28,-16.03537146310973
2019-12-29,-8.417213112935224
2019-12-30,-14.393606422157848
2019-12-31,13.242082054941163
