,payload
2019-12-31,13.242082054941163
2020-01-01,35.539387866308545
2020-01-02,56.58179420100257
2020-01-03,61.88875773891509
2020-01-04,67.13884861701933
2020-01-05,72.6898747853599
2020-01-06,79.56080472011284
2020-01-07,48.89397424007153
2020-01-08,30.759612701152236
2020-01-09,13.695226924511811
2020-01-10,28.407149761170146
2020-01-11,43.33285550980179
2020-01-12,57.94492416657436
2020-01-13,72.42333100818296
2020-01-14,56.46137102283448
2020-01-15,46.998966319386696
2020-01-16,37.005863164762545
2020-01-17,44.298836014477295
2020-01-18,51.47000949224902
2020-01-19,58.82691157741026
2020-01-20,65.81103678878566
2020-01-21,58.1051728129068
2020-01-22,53.470845284589664
2020-01-23,48.6342418415732
2020-01-24,52.16186707665718
2020-01-25,55.64822997511452
2020-01-26,59.214025668068174
2020-01-27,62.60407586435435
2020-01-28,58.864733955342714
2020-01-29,56.61746041021239
2020-01-30,54.270892520673115
2020-01-31,55.982320533720184
2020-02-01,57.67327586454863
2020-02-02,59.403025459129616
2020-02-03,61.04735705746584
2020-02-04,59.233568955202216
2020-02-05,58.14347262159792
2020-02-06,57.00524828545086
2020-02-07,57.835394097316076
2020-02-08,58.655622008666064
2020-02-09,59.494659914904226
2020-02-10,60.29226911221122
2020-02-11,59.412463176011016
2020-02-12,58.883696354685334
2020-02-13,58.33158334443973
2020-02-14,58.73425813958255
2020-02-15,59.132121752489475
2020-02-16,59.539109646075104
2020-02-17,59.92600180016269
2020-02-18,59.499238876068425
2020-02-19,59.242752648907285
2020-02-20,58.97494203327643
2020-02-21,59.17026542457407
2020-02-22,59.363255090308236
2020-02-23,59.56067061810947
2020-02-24,59.74833841220055
2020-02-25,59.541330708740304
2020-02-26,59.416918250571314
2020-02-27,59.28701272860107
2020-02-28,59.381757244346886
