flown_date,payload
2019-10-02,20.01641415439719
2019-10-03,20.015392722329324
2019-10-04,19.97921413324799
2019-10-05,20.02820444476236
2019-10-06,20.019344721150144
2019-10-07,19.966441932776117
2019-10-08,20.02581510638363
2019-10-09,19.982332053536165
2019-10-10,19.983368216869852
2019-10-11,20.022713372497275
2019-10-12,19.969426371261587
2019-10-13,19.97984383258776
2019-10-14,20.037905421665865
2019-10-15,19.96986610474227
2019-10-16,20.018644337442456
2019-10-17,20.017614655248337
2019-10-18,19.975790684275122
2019-10-19,20.032386031841096
2019-10-20,20.020702786523252
2019-10-21,19.958540939015627
2019-10-22,20.03367405418561
2019-10-23,19.980644488719562
2019-10-24,19.98170306605955
2019-10-25,20.025384433270318
2019-10-26,19.96622818628299
2019-10-27,19.978976782173774
2019-10-28,20.044288926394223
2019-10-29,19.963287767140223
2019-10-30,20.01990053550587
2019-10-31,20.01883883581022
2019-11-01,19.973697197657177
2019-11-02,20.034801915693265
2019-11-03,20.021154606161414
2019-11-04,19.95321277739634
2019-11-05,20.039237358338596
2019-11-06,19.979722991769542
2019-11-07,19.98077768637251
2019-11-08,20.026966415412083
2019-11-09,19.96443719013757
2019-11-10,19.978824775923933
2019-11-11,20.048418296404822
2019-11-12,19.95858125375177
2019-11-13,20.02052962917075
2019-11-14,20.019469922087627
2019-11-15,19.972563678684992
2019-11-16,20.036100228823383
2019-11-17,20.02107454170925
2019-11-18,19.950059111995476
2019-11-19,20.04316018064134
2019-11-20,19.979368900031826
2019-11-21,19.98039532749478
2019-11-22,20.02776305304651
2019-11-23,19.963601293014342
2019-11-24,19.979148089564198
2019-11-25,20.051052094619227
2019-11-26,19.955442793173727
2019-11-27,20.020666829056402
2019-11-28,20.01964850545629
2019-11-29,19.972069103302363
2019-11-30,20.03653180210033
2019-12-01,20.020556463194698
2019-12-02,19.948184104503113
2019-12-03,20.045645643328992
2019-12-04,19.979396143320205
2019-12-05,19.980415857894304
2019-12-06,20.027956396199055
2019-12-07,19.963548188985442
2019-12-08,19.979817909137363
2019-12-09,20.052267090910686
2019-12-10,19.953460640767595
2019-12-11,20.020443536279917
2019-12-12,20.01944380440203
2019-12-13,19.97216547217898
2019-12-14,20.03623111702965
2019-12-15,20.019728659395597
2019-12-16,19.947502270650357
2019-12-17,20.047075535956015
2019-12-18,19.979820468272166
2019-12-19,19.980779926427257
2019-12-20,20.02758840577866
2019-12-21,19.964197640722585
2019-12-22,19.980817994051076
2019-12-23,20.05244745301923
2019-12-24,19.952576883286753
2019-12-25,20.019801928728025
2019-12-26,20.018888928226193
2019-12-27,19.97278152208912
2019-12-28,20.03523007887638
2019-12-29,20.01855984674574
2019-12-30,19.94794046708624
2019-12-31,20.047457940982827
