,payload
2019-12-31,15.900709315262265
2020-01-01,8.404064661293617
2020-01-02,0.05286982939080076
2020-01-03,1.0244969291620745
2020-01-04,1.230394206253182
2020-01-05,1.3708020057434334
2020-01-06,1.49931013268817
2020-01-07,1.3061708380493964
2020-01-08,1.0929428247337454
2020-01-09,0.9823570521299674
2020-01-10,0.7248241805915667
2020-01-11,0.4565905534497877
2020-01-12,0.19161267604221222
2020-01-13,-0.07329863415070959
2020-01-14,0.0845044471361569
2020-01-15,0.10500338158731001
2020-01-16,0.07619450449025733
2020-01-17,0.0768165388205982
2020-01-18,0.08495608096296264
2020-01-19,0.08642313562535134
2020-01-20,0.08718895371657562
2020-01-21,0.08625681649919717
2020-01-22,0.08631514506911216
2020-01-23,0.08645883123348545
2020-01-24,0.08642036853750865
2020-01-25,0.08637790844637729
2020-01-26,0.08637206664721485
2020-01-27,0.08636257590269882
2020-01-28,0.08636884357046655
2020-01-29,0.086369251164337
2020-01-30,0.0863682169867485
2020-01-31,0.08636833071398775
2020-02-01,0.08636865613666174
2020-02-02,0.08636873021956913
2020-02-03,0.08636879295290503
2020-02-04,0.08636874168400469
2020-02-05,0.08636874061536771
2020-02-06,0.0863687490496567
2020-02-07,0.08636874774356713
2020-02-08,0.08636874524490527
2020-02-09,0.08636874481223118
2020-02-10,0.0863687443669126
2020-02-11,0.08636874471829507
2020-02-12,0.08636874472611403
2020-02-13,0.08636874466908159
2020-02-14,0.08636874467811205
2020-02-15,0.08636874469550625
2020-02-16,0.08636874469885716
2020-02-17,0.08636874470225385
2020-02-18,0.0863687446996347
2020-02-19,0.08636874469955458
2020-02-20,0.08636874469998419
2020-02-21,0.08636874469992138
2020-02-22,0.08636874469979143
2020-02-23,0.08636874469976669
2020-02-24,0.08636874469974251
2020-02-25,0.08636874469976162
2020-02-26,0.08636874469976208
2020-02-27,0.08636874469975896
2020-02-28,0.08636874469975944
