flown_date,payload
2019-10-02,256.763665668994
2019-10-03,254.85811064952273
2019-10-04,256.0911699637829
2019-10-05,254.3719254020383
2019-10-06,256.91053666824877
2019-10-07,256.4966213181306
2019-10-08,254.16861515502052
2019-10-09,256.74206181563744
2019-10-10,254.88622323584565
2019-10-11,256.0899557391038
2019-10-12,255.47441486141483
2019-10-13,256.8845662846136
2019-10-14,257.2535161171213
2019-10-15,254.21610042882
2019-10-16,255.89893203958286
2019-10-17,254.9156616855929
2019-10-18,256.0880292959636
2019-10-19,254.45597473401628
2019-10-20,256.8561385604462
2019-10-21,256.42997448160946
2019-10-22,255.88647041763193
2019-10-23,256.69684377877877
2019-10-24,254.9448233602103
2019-10-25,255.88810673246928
2019-10-26,255.54976145991438
2019-10-27,255.94857346351222
2019-10-28,256.45837714066886
2019-10-29,254.32064623676166
2019-10-30,256.6779602943409
2019-10-31,254.974363535117
2019-11-01,256.0845808742263
2019-11-02,254.53079733451253
2019-11-03,256.80577061105856
2019-11-04,257.1882040229948
2019-11-05,255.9173253580686
2019-11-06,255.9129976484743
2019-11-07,255.7363228280938
2019-11-08,255.90247490604648
2019-11-09,255.6004927130204
2019-11-10,255.9528895276703
2019-11-11,256.3534679961042
2019-11-12,255.8627830340718
2019-11-13,256.63997457947727
2019-11-14,255.02594308243073
2019-11-15,256.081446982035
2019-11-16,254.5905103155511
2019-11-17,256.76608399268963
2019-11-18,257.1493845451041
2019-11-19,254.4610684513042
2019-11-20,255.92165166540957
2019-11-21,255.05342469242038
2019-11-22,256.07946080770756
2019-11-23,254.5817609436295
2019-11-24,256.7608600594935
2019-11-25,257.0692899829321
2019-11-26,255.93738927798356
2019-11-27,255.92574512670288
2019-11-28,255.78437288042826
2019-11-29,255.91805355994572
2019-11-30,255.66968610492435
2019-12-01,255.9573153505831
2019-12-02,257.09683626224245
2019-12-03,254.53415527606157
2019-12-04,256.6041593829694
2019-12-05,255.09665921068404
2019-12-06,256.082580341667
2019-12-07,255.68916217034868
2019-12-08,256.6991704203529
2019-12-09,257.085033156215
2019-12-10,254.51301636583366
2019-12-11,256.58650155092494
2019-12-12,255.80828401356786
2019-12-13,256.0800503534263
2019-12-14,255.70923514674493
2019-12-15,256.7082028864302
2019-12-16,257.05051687254246
2019-12-17,255.95207788587825
2019-12-18,255.93608654871002
2019-12-19,255.82826951930593
2019-12-20,255.9305924181011
2019-12-21,254.674607849854
2019-12-22,256.6897006300124
2019-12-23,256.24381260020743
2019-12-24,255.95587139462918
2019-12-25,256.56677188311704
2019-12-26,255.1148354066446
2019-12-27,256.0811270429314
2019-12-28,254.77212736010628
2019-12-29,256.6439082622954
2019-12-30,257.03540186971
2019-12-31,254.62217489364346
